AtomicNumber_composition_average,AtomicRadii_composition_average,AtomicVolume_composition_average,AtomicWeight_composition_average,BCCefflatcnt_composition_average,BCCenergy_pa_composition_average,BCCfermi_composition_average,BCCmagmom_composition_average,BCCvolume_pa_composition_average,BCCvolume_padiff_composition_average,BoilingT_composition_average,BulkModulus_composition_average,Column_composition_average,CovalentRadii_composition_average,CovalentRadius_composition_average,Density_composition_average,ElasticModulus_composition_average,ElectricalConductivity_composition_average,ElectronAffinity_composition_average,Electronegativity_composition_average,FirstIonizationEnergy_composition_average,GSbandgap_composition_average,GSenergy_pa_composition_average,GSestBCClatcnt_composition_average,GSestFCClatcnt_composition_average,GSmagmom_composition_average,GSvolume_pa_composition_average,Group_composition_average,HHIp_composition_average,HHIr_composition_average,HeatCapacityMass_composition_average,HeatCapacityMolar_composition_average,HeatFusion_composition_average,HeatVaporization_composition_average,ICSDVolume_composition_average,IonicRadii_composition_average,IonizationEnergy_composition_average,IsAlkali_composition_average,IsAlkalineEarth_composition_average,IsBCC_composition_average,IsBoron_composition_average,IsCarbon_composition_average,IsChalcogen_composition_average,IsDBlock_composition_average,IsFBlock_composition_average,IsFCC_composition_average,IsHalogen_composition_average,IsHexagonal_composition_average,IsMetal_composition_average,IsMetalloid_composition_average,IsMonoclinic_composition_average,IsNobleGas_composition_average,IsNonmetal_composition_average,IsOrthorhombic_composition_average,IsPnictide_composition_average,IsRareEarth_composition_average,IsRhombohedral_composition_average,IsSimpleCubic_composition_average,IsTetragonal_composition_average,IsTransitionMetal_composition_average,MeltingT_composition_average,MendeleevNumber_composition_average,MiracleRadius_composition_average,NUnfilled_composition_average,NValance_composition_average,NdUnfilled_composition_average,NdValence_composition_average,NfUnfilled_composition_average,NfValence_composition_average,NpUnfilled_composition_average,NpValence_composition_average,NsUnfilled_composition_average,NsValence_composition_average,Number_composition_average,Period_composition_average,Polarizability_composition_average,Row_composition_average,SecondIonizationEnergy_composition_average,ShearModulus_composition_average,SpaceGroupNumber_composition_average,SpecificHeatCapacity_composition_average,ThermalConductivity_composition_average,ThermalExpansionCoefficient_composition_average,ThirdIonizationEnergy_composition_average,n_ws^third_composition_average,phi_composition_average,valence_composition_average,index,Reliability,Band gap units,chemicalFormula Clean,Band gap values Clean
36.14285714285714,1.600857142857143,36.14715146454887,83.45028571428571,7.180372073428572,-2.49998816,5.48074892,0.0,24.55142857142857,-5.809642857142856,1181.5542857142857,7.957142857142857,10.428571428571429,1.375714285714286,144.85714285714286,3367.4285714285716,17.285714285714285,0.47142857142857175,135.9542857142857,1.9821428571428572,8.350168571428572,1.2582857142857142,-3.125375342142857,3.9175105767142853,4.935754038714286,0.0,30.361071428571428,10.428571428571429,4471.428571428572,1900.0,0.48257142857142854,24.825714285714284,4.930571428571429,81.02714285714285,35.47142857142857,0.6242857142857143,805.6171428571429,0.0,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,691.2057142857143,61.0,142.85714285714286,4.142857142857142,7.285714285714286,0.0,0.0,3.0,3.0,1.1428571428571428,2.2857142857142856,0.0,2.0,36.14285714285714,4.285714285714286,13.528571428571427,4.285714285714286,18.150714285714287,3.385714285714286,138.14285714285714,0.4837142857142857,6.110857142857143,57.57142857142857,30.585428571428565,0.37714285714285717,1.0714285714285714,4.714285714285714,1148,1,eV,Eu3S4,0.163
51.0,1.7811999999999997,37.56236170950266,121.14704,7.703426425599999,-2.7837377,4.050437856,0.0,29.479999999999997,-1.266,1434.8,13.780000000000001,7.8,1.59,166.4,5437.200000000001,24.6,2.18,60.8,1.5830000000000002,7.317667999999999,0.0,-2.95810775,3.9225609217999997,4.942117075400001,0.0,30.746,7.8,7020.0,3460.0,0.24080000000000001,26.451999999999998,15.302,118.39799999999998,37.7,0.874,707.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.4,0.6,0.4,0.0,0.0,0.0,1093.0,48.6,163.6,5.4,11.4,0.0,4.0,4.2,4.2,1.2,1.2,0.0,2.0,51.0,5.2,18.343999999999998,5.2,14.200199999999999,4.74,203.8,0.24120000000000003,28.34,30.76,26.296,1.104,3.42,3.8,1153,1,eV,Eu3As2,0.6
48.5,1.7209999999999999,37.66504849177335,115.46199999999999,7.6074263705,-2.3651639749999998,4.023030005000001,0.0,28.315,-2.875,1379.0,8.3,9.5,1.505,159.0,5031.5,17.5,4.55,122.48,1.8675,7.711385,0.3995,-2.650189375,3.953245473,4.980777187,0.0,31.19,9.5,5850.0,4550.0,0.2515,26.511499999999998,7.950000000000001,101.02499999999999,39.15,0.785,743.95,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,794.5,57.0,157.0,4.5,12.5,0.0,5.0,3.5,3.5,1.0,2.0,0.0,2.0,48.5,5.0,15.735,5.0,16.2175,5.800000000000001,121.5,0.251,7.970000000000001,43.0,27.872999999999998,0.44,1.25,4.5,1154,1,eV,Eu1Se1,1.78
57.5,1.821,41.03899054013315,139.78199999999998,8.017289588,-2.3318526299999998,5.196106815,0.0,32.38,-3.2316666665,1530.5,36.65,9.5,1.605,168.0,5742.0,27.5,0.5501,120.075,1.6425,7.33999,0.232,-2.485444673335,4.144893487999999,5.222238555500001,0.0,35.611666666649995,9.5,6200.0,4000.0,0.192,26.695,13.295,113.17999999999999,41.2,1.02,708.1,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,908.8299999999999,57.5,168.0,4.5,12.5,0.0,5.0,3.5,3.5,1.0,2.0,0.0,2.0,57.5,5.5,16.6,5.5,14.9225,11.95,190.5,0.192,8.125,29.9,26.442999999999998,0.44,1.25,4.5,1160,1,eV,Eu1Te1,1.959
13.428571428571427,1.0974285714285714,10.976618272216463,31.730857142857143,5.0988823931428575,-4.901324942857142,9.27944628,0.0,9.89857142857143,-0.8278571428571428,4165.857142857143,279.7142857142857,11.571428571428571,0.9328571428571428,100.0,3237.285714285714,385.85714285714283,0.11428571429,30.285714285714285,1.9200000000000002,7.991131428571427,1.3062857142857143,-6.388658605002857,2.6543941175714285,3.344327023285714,0.0,10.72642857142857,11.571428571428571,3842.857142857143,2157.142857142857,0.9130000000000001,14.793142857142858,44.410000000000004,479.78714285714284,11.3,0.34714285714285714,770.8000000000001,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,2239.1428571428573,65.57142857142857,100.57142857142857,6.571428571428571,4.0,1.2857142857142858,0.14285714285714285,1.0,1.0,4.285714285714286,0.8571428571428571,0.0,2.0,13.428571428571427,2.571428571428571,5.954285714285714,2.571428571428571,23.28842857142857,3.142857142857143,170.0,0.9131428571428573,24.65714285714286,3.7428571428571438,35.45928571428571,1.6728571428571428,5.0,3.0,1163,1,eV,Gd1B6,3.6
35.5,1.361,9312.774345466303,85.62835,6.433924295,-4.283935825,4.8367297449999995,0.0,19.805,-3.604375,1800.105,19.0,9.0,1.1800000000000002,133.5,3951.1255,27.5,0.4,21.5,2.12,10.34195,3.2185,-6.43293126,3.546632133,4.4684764805,0.0,23.409374999999997,9.0,5400.0,1800.0,0.6375,33.077,5.0125,157.2514,27.75,1.38,997.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,824.525,54.5,124.0,9.5,7.5,4.5,0.5,3.5,3.5,1.5,1.5,0.0,2.0,35.5,4.0,12.3,4.0,20.848,11.0,194.0,0.639,5.31299,119.0,34.0415,1.43,5.03,4.0,1164,1,eV,Gd1N1,1.54
30.400000000000002,1.1588,11168.538189619163,72.49964,6.157786736599999,-3.280125782,3.20351298,0.0,17.450000000000003,-0.833,1463.26,15.2,10.799999999999999,1.082,118.0,3161.2574,22.0,0.32,104.66,2.544,10.63075,0.0,-4.715843667,3.1793691718000003,4.0057541448,0.0,18.282999999999998,10.799999999999999,4100.0,1540.0,0.6447999999999999,32.4388,4.0,126.73053999999999,23.54,1.2599999999999998,1025.14,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.6,0.0,0.0,667.28,63.0,108.80000000000001,7.6000000000000005,7.6,3.6,0.4,2.8,2.8,1.2,2.4,0.0,2.0,30.400000000000002,3.5999999999999996,9.8812,3.5999999999999996,25.9082,8.8,84.8,0.6464000000000001,4.400440000000001,467.2,41.2144,0.484,1.28,2.4,1165,1,eV,Gd2O3,1.36
48.5,1.596,27.3868450254924,116.0858,7.3886447175,-4.362825515,4.93656384,0.0,25.82,-1.2925,2205.0,30.0,9.0,1.405,157.5,6814.0,47.0,2.3,63.5,1.69,7.969200000000001,0.0,-4.6526552125,3.7708833225,4.751015275,0.0,27.112499999999997,9.0,6400.0,3550.0,0.28200000000000003,30.835,17.055,172.05499999999998,27.2,0.815,769.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1338.0,55.5,145.5,9.5,12.5,4.5,5.5,3.5,3.5,1.5,1.5,0.0,2.0,48.5,5.0,13.905,5.0,15.364,11.0,180.0,0.28300000000000003,30.3,6.7,24.493000000000002,1.325,4.0,4.0,1167,1,eV,Gd1As1,0.63
58.0,1.701,33.503206518176995,142.425,7.865557243,-3.67240273,5.678198195,0.0,30.465000000000003,-2.9416666664999997,2392.0,51.5,9.5,1.485,167.0,7070.5,47.5,0.4001,120.075,1.65,7.579700000000001,0.232,-3.897861908335,4.057028643,5.1115357875,0.0,33.40666666665,9.5,6200.0,4000.0,0.2185,31.380000000000003,13.524999999999999,181.17,33.4,1.01,730.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1154.33,58.5,158.0,9.0,13.0,4.5,5.5,3.5,3.5,1.0,2.0,0.0,2.0,58.0,5.5,14.5,5.5,15.3475,19.0,173.0,0.219,6.475,8.4,24.2975,0.605,1.6,4.5,1168,1,eV,Gd1Te1,1.3
27.0,1.0806666666666667,12405.501275244727,63.64138333333334,5.933243688,-3.1347700333333335,3.1714097800000003,0.0,15.593333333333332,-1.0555555556666667,1227.7333333333333,12.9,11.666666666666666,1.0166666666666666,108.66666666666667,2740.619333333333,19.0,0.3,110.73333333333333,2.6966666666666668,11.0333,0.0,-4.71426716889,3.083595038666667,3.8850862983333334,0.0,16.6488888889,11.666666666666666,3500.0,1366.6666666666665,0.6726666666666666,29.222,3.53,2.2739333333333334,22.166666666666664,1.3266666666666667,1063.9333333333334,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,579.5333333333333,67.66666666666667,101.33333333333333,3.0,7.666666666666666,0.0,0.0,1.6666666666666667,3.0,1.3333333333333333,2.6666666666666665,0.0,2.0,27.0,3.333333333333333,9.034666666666666,3.333333333333333,27.253,7.333333333333333,72.66666666666667,0.6733333333333333,3.8782666666666663,523.1333333333333,43.926,0.4066666666666667,1.07,2.6666666666666665,1169,1,eV,Tb1O2,0.5
30.8,1.1508,11168.162096995795,73.16978,6.1409180718,-3.2697737179999997,3.190985036,0.0,17.246,-0.9116666668,1455.26,15.48,10.799999999999999,1.074,117.19999999999999,3288.4574,22.8,0.36,104.66,2.548,10.516350000000001,0.0,-4.7057622216679995,3.1741352890000005,3.9991598656,0.0,18.15766666668,10.799999999999999,4100.0,1540.0,0.6235999999999999,29.1908,4.192,2.04654,23.14,1.3119999999999998,1013.94,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.6,0.0,0.0,684.48,63.800000000000004,108.80000000000001,3.2,8.0,0.0,0.0,2.0,3.6,1.2,2.4,0.0,2.0,30.8,3.5999999999999996,10.681199999999999,3.5999999999999996,25.6802,8.8,84.8,0.624,4.60044,471.76,41.7244,0.488,1.284,2.8,1170,1,eV,Tb2O3,0.95
28.727272727272727,1.1125454545454545,11843.074376040668,67.97247272727273,6.027641135181819,-3.1961353445454543,3.180307623636364,0.0,16.344545454545454,-0.9901515152727272,1331.1545454545453,14.072727272727274,11.272727272727273,1.0427272727272727,112.54545454545455,2989.636636363636,20.727272727272727,0.32727272727272727,107.97272727272727,2.629090909090909,10.798322727272728,0.0,-4.710401283789091,3.124749697909091,3.936937919818182,0.0,17.33469696970909,11.272727272727273,3772.7272727272725,1445.4545454545455,0.6503636363636365,29.207818181818183,3.830909090909091,2.1705727272727273,22.60909090909091,1.3199999999999998,1041.209090909091,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.36363636363636365,0.0,0.0,0.36363636363636365,0.36363636363636365,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.36363636363636365,0.0,0.6363636363636364,0.0,0.0,627.2363636363636,65.9090909090909,104.72727272727272,3.090909090909091,7.818181818181818,0.0,0.0,1.8181818181818181,3.272727272727273,1.2727272727272727,2.5454545454545454,0.0,2.0,28.727272727272727,3.454545454545454,9.78309090909091,3.454545454545454,26.538090909090908,8.0,78.18181818181819,0.6509090909090909,4.206527272727272,499.7818181818182,42.92527272727273,0.4436363636363636,1.1672727272727272,2.7272727272727275,1171,1,eV,Tb4O7,0.4
13.714285714285715,1.0932857142857142,10.763371919606321,32.48085714285715,5.081947846,-4.893424042857142,9.273622152857143,0.0,9.695714285714287,-0.915,4068.285714285714,280.1428571428571,11.571428571428571,0.9299999999999999,99.42857142857143,3330.142857142857,387.0,0.15714285714714288,30.285714285714285,1.922857142857143,7.961002857142856,1.3062857142857143,-6.381106196907143,2.649536550285714,3.3382068719999998,0.0,10.610714285714286,11.571428571428571,3842.857142857143,2157.142857142857,0.9041428571428572,13.526,44.650000000000006,468.1142857142857,11.114285714285714,0.3442857142857143,767.9428571428572,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,2253.285714285714,66.14285714285714,100.42857142857143,4.857142857142857,4.285714285714286,0.0,0.0,0.5714285714285714,1.4285714285714286,4.285714285714286,0.8571428571428571,0.0,2.0,13.714285714285715,2.571428571428571,6.097142857142857,2.571428571428571,23.227714285714285,3.5714285714285716,170.0,0.9041428571428572,24.67142857142857,5.4,35.76885714285714,1.6742857142857144,5.001428571428571,3.0,1174,1,eV,Dy1B6,3.3
36.5,1.3465,9312.027983232168,88.25335,6.37465338,-4.256282675,4.8163453,0.0,19.095,-3.9093750000000003,1458.605,20.5,9.0,1.17,131.5,4276.1255,31.5,0.55,21.5,2.13,10.2365,3.2185,-6.406497831665,3.5296306475,4.447055950999999,0.0,23.004375,9.0,5400.0,1800.0,0.6065,28.642,5.8525,116.3964,27.1,1.37,987.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,874.025,56.5,123.5,3.5,8.5,0.0,0.0,2.0,5.0,1.5,1.5,0.0,2.0,36.5,4.0,12.8,4.0,20.6355,12.5,194.0,0.6075,5.36299,124.8,35.125,1.435,5.035,4.0,1175,1,eV,Dy1N1,2.6
31.2,1.1472,11167.941099831854,74.59964,6.1103700046,-3.258003262,3.187205424,0.0,16.882,-1.077,1190.06,16.4,10.799999999999999,1.074,116.4,3421.2574,25.2,0.44000000000000006,104.66,2.552,10.54639,0.0,-4.694696924332,3.1657679834000003,3.9886177212,0.0,17.959,10.799999999999999,4100.0,1540.0,0.62,28.8908,4.672,94.04654,23.020000000000003,1.2519999999999998,1017.1400000000001,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.6,0.0,0.0,706.88,64.60000000000001,108.4,2.8,8.4,0.0,0.0,1.6,4.0,1.2,2.4,0.0,2.0,31.2,3.5999999999999996,10.2812,3.5999999999999996,25.7382,10.0,84.8,0.6212000000000001,4.44044,471.84,42.081199999999995,0.488,1.284,2.4,1177,1,eV,Dy2O3,3.08
36.0,1.4712,28.922727415017036,84.239,6.9528068752,-3.5838257860000002,6.002436941999999,0.0,21.856,-6.112125,1566.632,21.02,10.799999999999999,1.248,139.8,4596.4,36.6,0.44000000000000034,140.252,2.036,8.591566,1.3212,-4.2989518125820005,3.8206024442,4.8136574424,0.0,27.968125,10.799999999999999,4220.0,1840.0,0.49399999999999994,24.884,5.5725999999999996,98.0,28.06,0.5860000000000001,828.548,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.6,0.6,0.0,0.4,0.0,0.0,0.0,0.0,907.016,65.2,131.8,2.8,8.4,0.0,0.0,1.6,4.0,1.2,2.4,0.0,2.0,36.0,4.2,11.540000000000001,4.2,18.666,10.0,119.6,0.4952,4.4414,45.84,30.0188,0.488,1.284,4.8,1179,1,eV,Dy2S3,2.91
49.5,1.5815,26.6404827913569,118.7108,7.3293738025,-4.335172365,4.916179395,0.0,25.11,-1.5975,1863.5,31.5,9.0,1.395,155.5,7139.0,51.0,2.45,63.5,1.7000000000000002,7.8637500000000005,0.0,-4.626221784165001,3.7538818369999998,4.7295947455,0.0,26.7075,9.0,6400.0,3550.0,0.251,26.4,17.895,131.2,26.55,0.8049999999999999,759.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1387.5,57.5,145.0,3.5,13.5,0.0,5.0,2.0,5.0,1.5,1.5,0.0,2.0,49.5,5.0,14.405,5.0,15.151499999999999,12.5,180.0,0.2515,30.35,12.5,25.5765,1.33,4.005,4.0,1181,1,eV,Dy1As1,1.0
37.0,1.343,9311.819673264783,89.46851,6.37930827,-4.245954405,4.70504568,0.0,19.15,-3.6010416665,1525.105,20.0,9.0,1.165,131.5,4398.1255,36.0,0.55,21.5,2.135,10.2778,3.2185,-6.394429043335,3.518846068,4.433468232,0.0,22.75104166665,9.0,5400.0,1800.0,0.6025,28.137,6.0575,126.9164,26.85,1.365,991.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,905.025,57.5,124.5,3.0,9.0,0.0,0.0,1.5,5.5,1.5,1.5,0.0,2.0,37.0,4.0,12.350000000000001,4.0,20.703,13.0,194.0,0.6035,8.11299,124.9,35.1455,1.435,5.04,4.0,1182,1,eV,Ho1N1,1.79
31.6,1.1444,11167.774451857947,75.57176799999999,6.1140939166,-3.2497406460000002,3.098165728,0.0,16.926000000000002,-0.8303333331999999,1243.26,16.0,10.799999999999999,1.07,116.4,3518.8574,28.8,0.44000000000000006,104.66,2.556,10.57943,0.0,-4.685041893668,3.1571403198000003,3.977747546,0.0,17.75633333332,10.799999999999999,4100.0,1540.0,0.6168,28.4868,4.835999999999999,102.46253999999999,22.82,1.2479999999999998,1020.74,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.6,0.0,0.0,731.68,65.4,109.19999999999999,2.4,8.8,0.0,0.0,1.2,4.4,1.2,2.4,0.0,2.0,31.6,3.5999999999999996,9.9212,3.5999999999999996,25.7922,10.4,84.8,0.6180000000000001,6.64044,471.92,42.0976,0.488,1.288,2.4,1184,1,eV,Ho2O3,2.84
14.0,1.091,10.631810279817406,33.160714285714285,5.075495631428572,-4.888637912857143,9.24540313,0.0,9.620000000000001,-0.8971428571428571,4111.285714285714,280.57142857142856,11.571428571428571,0.9271428571428572,99.0,3403.7142857142853,388.42857142857144,0.17142857143285714,30.285714285714285,1.9257142857142857,7.985117142857141,1.3062857142857143,-6.37568895286,2.6455467458571427,3.333180033285714,0.0,10.517142857142858,11.571428571428571,3842.857142857143,2157.142857142857,0.9034285714285716,13.520285714285713,45.871428571428574,477.09714285714284,10.971428571428572,0.33999999999999997,770.3714285714286,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,2265.4285714285716,66.71428571428572,100.42857142857143,4.571428571428571,4.571428571428571,0.0,0.0,0.2857142857142857,1.7142857142857142,4.285714285714286,0.8571428571428571,0.0,2.0,14.0,2.571428571428571,5.84,2.571428571428571,23.264714285714284,4.0,170.0,0.9034285714285716,25.185714285714287,5.371428571428572,35.759857142857136,1.6757142857142857,5.002857142857143,3.0,1185,1,eV,Er1B6,3.5
37.5,1.3385,9311.567517492907,90.63284999999999,6.352070629,-4.23953122,4.71757872,0.0,18.83,-3.8468750000000003,1609.105,22.0,9.0,1.1600000000000001,130.0,4533.6255,36.5,0.6,21.5,2.14,10.3209,3.2185,-6.3875374775000004,3.515666332,4.4294620155,0.0,22.676875000000003,9.0,5400.0,1800.0,0.604,28.622,10.1275,147.8364,26.6,1.355,995.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,916.525,58.5,123.5,2.5,9.5,0.0,0.0,1.0,6.0,1.5,1.5,0.0,2.0,37.5,4.0,11.9,4.0,20.765,14.0,194.0,0.605,7.162990000000001,124.7,35.0935,1.44,5.04,4.0,1186,1,eV,Er1N1,2.4
32.0,1.1408,11167.572727240446,76.50323999999999,6.0923038038,-3.2446020979999997,3.1081921599999998,0.0,16.67,-1.027,1310.46,17.6,10.799999999999999,1.066,115.19999999999999,3627.2574,29.2,0.48,104.66,2.56,10.61391,0.0,-4.679528641,3.154596531,3.9745425728,0.0,17.697,10.799999999999999,4100.0,1540.0,0.618,28.8748,8.091999999999999,119.19854,22.62,1.2399999999999998,1023.94,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.6,0.0,0.0,740.88,66.2,108.4,2.0,9.2,0.0,0.0,0.8,4.8,1.2,2.4,0.0,2.0,32.0,3.5999999999999996,9.5612,3.5999999999999996,25.8418,11.2,84.8,0.6192000000000001,5.880440000000001,471.76,42.056,0.492,1.288,2.4,1188,1,eV,Er2O3,3.26
45.333333333333336,1.519,28.351225872889536,108.39299999999999,7.202303194000001,-3.407786683333333,4.7945670966666665,0.0,23.673333333333332,-3.8016666666666667,1685.6666666666665,20.2,11.666666666666666,1.2966666666666666,143.0,6234.666666666666,37.666666666666664,5.733333333333333,146.64,2.1133333333333333,8.537493333333334,0.5326666666666667,-3.8350725216666666,3.7991695536666663,4.786653692333333,0.0,27.475,11.666666666666666,4633.333333333333,5033.333333333333,0.27,26.281999999999996,11.093333333333334,115.17333333333333,30.06666666666667,0.6666666666666666,823.6,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,919.3333333333333,71.0,137.0,2.0,15.333333333333332,0.0,6.666666666666667,0.6666666666666666,4.0,1.3333333333333333,2.6666666666666665,0.0,2.0,45.333333333333336,4.666666666666666,10.08,4.666666666666666,18.103,11.8,74.0,0.26933333333333337,6.126666666666667,33.13333333333333,28.126333333333335,0.41,1.0733333333333335,5.0,1190,1,eV,Er1Se2,1.07
47.599999999999994,1.5427999999999997,28.579710122301922,114.27959999999999,7.2709180602,-3.5091957979999995,4.631128402,0.0,24.374000000000002,-3.4120000000000004,1831.2,22.580000000000002,10.799999999999999,1.3239999999999998,147.6,6517.8,41.2,5.279999999999999,136.976,2.026,8.294514,0.47940000000000005,-3.907928644,3.8132676630000004,4.804416197,0.0,27.786,10.799999999999999,5120.0,4840.0,0.25980000000000003,26.4658,11.974,132.94400000000002,30.120000000000005,0.7,800.14,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1004.4,67.4,140.8,2.0,15.2,0.0,6.0,0.8,4.8,1.2,2.4,0.0,2.0,47.599999999999994,4.8,11.342,4.8,17.4856,13.42,86.0,0.2592,6.944000000000001,30.76,27.587600000000002,0.492,1.288,4.8,1191,1,eV,Er2Se3,1.66
58.85714285714286,1.6672857142857143,32.533565713032715,144.59671428571426,7.768739537142857,-3.5145867385714284,5.901742458571428,0.0,29.32,-3.652619047428571,2066.714285714286,56.0,10.428571428571429,1.4500000000000002,159.85714285714286,7451.142857142857,54.14285714285714,0.5144,130.0857142857143,1.7314285714285713,7.765928571428572,0.2651428571428572,-3.750873037382857,4.038336012714286,5.087984548714285,0.0,32.9726190476,10.428571428571429,5728.571428571428,4128.571428571428,0.18742857142857144,26.754285714285714,18.46,154.45142857142858,32.48571428571429,0.9828571428571429,749.1142857142858,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,1.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,1171.52,66.42857142857143,155.0,2.0,15.142857142857142,0.0,5.714285714285714,0.8571428571428571,5.142857142857143,1.1428571428571428,2.2857142857142856,0.0,2.0,58.85714285714286,5.428571428571429,12.87142857142857,5.428571428571429,15.741000000000001,21.142857142857142,170.0,0.18742857142857144,7.4714285714285715,14.771428571428572,25.722428571428573,0.5271428571428571,1.3800000000000001,4.714285714285714,1192,1,eV,Er3Te4,0.9
60.0,1.6785,32.296378544780296,147.4295,7.783703577,-3.6279981249999995,5.55904717,0.0,29.490000000000002,-3.1841666665,2201.0,54.5,9.5,1.465,163.5,7653.0,56.5,0.6001,120.075,1.67,7.55865,0.232,-3.852468125835,4.026062842,5.0725213225,0.0,32.674166666649995,9.5,6200.0,4000.0,0.185,26.925,18.64,171.755,32.25,0.985,729.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1246.33,62.5,157.5,2.0,15.0,0.0,5.0,1.0,6.0,1.0,2.0,0.0,2.0,60.0,5.5,14.1,5.5,15.264500000000002,22.0,173.0,0.185,8.325000000000001,14.100000000000001,25.3495,0.615,1.61,4.5,1193,1,eV,Er1Te1,0.9
