AtomicNumber_composition_average,AtomicRadii_composition_average,AtomicVolume_composition_average,AtomicWeight_composition_average,BCCefflatcnt_composition_average,BCCenergy_pa_composition_average,BCCfermi_composition_average,BCCmagmom_composition_average,BCCvolume_pa_composition_average,BCCvolume_padiff_composition_average,BoilingT_composition_average,BulkModulus_composition_average,Column_composition_average,CovalentRadii_composition_average,CovalentRadius_composition_average,Density_composition_average,ElasticModulus_composition_average,ElectricalConductivity_composition_average,ElectronAffinity_composition_average,Electronegativity_composition_average,FirstIonizationEnergy_composition_average,GSbandgap_composition_average,GSenergy_pa_composition_average,GSestBCClatcnt_composition_average,GSestFCClatcnt_composition_average,GSmagmom_composition_average,GSvolume_pa_composition_average,Group_composition_average,HHIp_composition_average,HHIr_composition_average,HeatCapacityMass_composition_average,HeatCapacityMolar_composition_average,HeatFusion_composition_average,HeatVaporization_composition_average,ICSDVolume_composition_average,IonicRadii_composition_average,IonizationEnergy_composition_average,IsAlkali_composition_average,IsAlkalineEarth_composition_average,IsBCC_composition_average,IsBoron_composition_average,IsCarbon_composition_average,IsChalcogen_composition_average,IsDBlock_composition_average,IsFBlock_composition_average,IsFCC_composition_average,IsHalogen_composition_average,IsHexagonal_composition_average,IsMetal_composition_average,IsMetalloid_composition_average,IsMonoclinic_composition_average,IsNobleGas_composition_average,IsNonmetal_composition_average,IsOrthorhombic_composition_average,IsPnictide_composition_average,IsRareEarth_composition_average,IsRhombohedral_composition_average,IsSimpleCubic_composition_average,IsTetragonal_composition_average,IsTransitionMetal_composition_average,MeltingT_composition_average,MendeleevNumber_composition_average,MiracleRadius_composition_average,NUnfilled_composition_average,NValance_composition_average,NdUnfilled_composition_average,NdValence_composition_average,NfUnfilled_composition_average,NfValence_composition_average,NpUnfilled_composition_average,NpValence_composition_average,NsUnfilled_composition_average,NsValence_composition_average,Number_composition_average,Period_composition_average,Polarizability_composition_average,Row_composition_average,SecondIonizationEnergy_composition_average,ShearModulus_composition_average,SpaceGroupNumber_composition_average,SpecificHeatCapacity_composition_average,ThermalConductivity_composition_average,ThermalExpansionCoefficient_composition_average,ThirdIonizationEnergy_composition_average,n_ws^third_composition_average,phi_composition_average,valence_composition_average,index,Reliability,Band gap units,chemicalFormula Clean,Band gap values Clean
17.5,0.9914999999999999,9301.596513586257,37.466297499999996,5.2010949255,-4.71991909,4.60697412,0.8420186,8.885,-0.7899999999999999,1645.05,90.0,12.5,0.945,96.0,4450.7145,104.0,8.95,105.55,2.66,10.74953,0.0,-5.918590525,2.6836502675,3.3811874625,0.7742356,9.675,12.5,1800.0,1600.0,0.6695,27.094,8.209999999999999,188.35545000000002,14.2,1.025,1035.95,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,911.4,72.5,94.5,2.5,7.5,1.5,3.5,0.0,0.0,1.0,2.0,0.0,2.0,17.5,3.0,4.151,3.0,26.088499999999996,37.5,103.0,0.6705,50.1337,396.5,44.217,0.875,2.55,2.5,372,1,eV,Co1O1,0.47
20.5,1.2865,15.506119199863,43.5093475,5.833725380000001,-5.94104848,8.02741471,0.8420186,12.524999999999999,-2.8175,3186.5,140.0,11.5,1.135,118.5,5615.0,185.0,8.950199999999999,101.8,1.89,8.016345000000001,0.3865,-6.252653575,3.0906282935,3.893947644,0.7742356,15.342500000000001,11.5,3900.0,1850.0,0.5665,22.4,33.205,366.15,15.55,0.455,772.2,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1727.5,68.0,117.5,3.5,6.5,1.5,3.5,0.0,0.0,2.0,1.0,0.0,2.0,20.5,3.5,6.515000000000001,3.5,16.7025,37.5,210.5,0.5605,124.0,7.8,33.495999999999995,1.625,4.9,3.5,377,1,eV,Co1Si1,0.045
31.0,1.3443333333333332,18.1479307191564,69.59213166666666,6.319192858666667,-5.1366715166666665,6.3632352333333335,0.5613457333333333,16.153333333333332,-2.045,1658.0,74.66666666666667,13.0,1.1866666666666665,121.33333333333333,6784.666666666666,95.33333333333333,8.5,74.66666666666667,2.08,9.152736666666668,0.0,-5.460722458333333,3.27192518,4.122367408333334,0.5161570666666667,18.198333333333334,13.0,3233.333333333333,3566.6666666666665,0.3596666666666667,24.696666666666665,21.69333333333333,146.03333333333333,18.033333333333335,0.6033333333333333,884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1316.0,75.33333333333333,118.33333333333334,3.0,13.0,1.0,9.0,0.0,0.0,2.0,2.0,0.0,2.0,31.0,4.0,5.373333333333333,4.0,18.108666666666664,25.0,175.33333333333334,0.36033333333333334,66.66666666666667,14.600000000000001,30.06733333333333,1.5433333333333334,4.8999999999999995,4.333333333333334,378,1,eV,Co1As2,0.15
31.5,1.35575,19.0419394736618,70.92449875,6.420677205750001,-4.906244635,6.391087795000001,0.4210093,16.8675,-2.325,1465.25,61.5,13.5,1.19,120.75,6520.25,81.25,7.324999999999999,75.25,2.1050000000000004,9.311702499999999,0.0,-5.2582641225,3.338864984,4.2067062765,0.3871178,19.192500000000003,13.5,3250.0,3675.0,0.35200000000000004,24.6825,22.380000000000003,117.625,18.9,0.5974999999999999,899.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,1.0,0.75,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.25,1259.5,77.5,117.5,3.0,13.5,0.75,9.25,0.0,0.0,2.25,2.25,0.0,2.0,31.5,4.0,5.1075,4.0,18.23975,18.75,173.0,0.35275,62.5,14.8,29.63825,1.5175,4.875,4.5,379,1,eV,Co1As3,0.25
43.31944444444444,1.479513888888889,25.984178986632614,103.757359375,6.924914598,-4.2736906943055555,7.326837992083334,0.5847351388888888,22.09861111111111,-4.151412036819444,1934.2638888888887,104.93055555555554,13.569444444444445,1.2905555555555557,133.83333333333334,7163.611111111111,98.33333333333334,6.215408333333333,148.43124999999998,2.0236111111111112,8.617728472222224,0.3028888888888889,-4.509040922756806,3.634347158875,4.578990488291667,0.5376636111111112,26.250023148126388,13.569444444444445,2969.4444444444443,4136.111111111111,0.2780416666666667,25.410555555555554,16.970277777777778,162.66819444444445,25.983333333333334,0.8588888888888888,830.588888888889,0.0,0.0,0.0,0.0,0.0,0.6527777777777778,0.3472222222222222,0.0,0.0,0.0,1.0,0.3472222222222222,0.6527777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3472222222222222,1085.6252777777777,78.88888888888889,134.79166666666666,2.3472222222222223,13.569444444444445,1.0416666666666667,8.958333333333332,0.0,0.0,1.3055555555555556,2.611111111111111,0.0,2.0,43.31944444444444,4.652777777777777,6.194444444444445,4.652777777777777,18.06527777777778,36.486111111111114,166.58333333333334,0.2780416666666667,36.25625,16.78611111111111,29.883611111111108,0.607638888888889,1.7708333333333333,4.958333333333333,380,1,eV,Co1Te1.88,0.2
18.0,0.988,9301.569225465553,37.346399999999996,5.1913895425,-3.949445325,4.0846630049999995,0.0322836,8.83,-0.8825,1638.05,90.0,13.0,0.94,95.0,4454.7145,104.0,7.3,126.05,2.675,10.628925,0.0,-5.1515582375,2.6869808635,3.3853837505,0.29769735,9.7125,13.0,750.0,1000.0,0.681,27.724,8.85,190.45545,14.05,1.045,1025.3000000000002,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,891.4,74.0,95.0,2.0,8.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,18.0,3.0,3.801,3.0,26.6425,38.0,118.5,0.682,45.4837,396.7,45.052,0.875,2.6,2.5,381,1,eV,Ni1O1,3.7
19.333333333333336,1.2686666666666668,22.456509358329164,40.21364133333333,5.893453290666667,-4.93507048,8.410514283333333,0.0215224,12.883333333333333,-5.603492063333334,1431.0,67.33333333333333,13.333333333333334,1.0899999999999999,112.66666666666666,4184.666666666667,72.66666666666666,4.866666666666666,84.80000000000001,2.0966666666666667,9.537726666666666,1.0833333333333333,-5.449114218333333,3.2880830706666666,4.1427250749999995,0.19846490000000003,18.4868253968,13.333333333333334,1666.6666666666665,3900.0,0.6606666666666667,24.572666666666667,18.186666666666667,134.1,16.2,0.3433333333333333,920.0333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,787.5333333333333,75.66666666666667,110.0,2.6666666666666665,6.666666666666667,0.6666666666666666,2.6666666666666665,0.0,0.0,2.0,2.0,0.0,2.0,19.333333333333336,3.333333333333333,4.6866666666666665,3.333333333333333,19.206,25.333333333333332,76.33333333333333,0.6606666666666667,30.39,89.13333333333334,31.843333333333334,1.6833333333333331,5.433333333333334,4.333333333333334,385,1,eV,Ni1P2,0.5
22.0,1.258,19.05391511818815,45.3792,5.893420268,-4.220964094999999,6.43068927,0.0322836,12.975,-5.0784375,1951.8600000000001,93.85,13.0,1.085,114.5,5434.0,113.5,7.3,155.70999999999998,2.245,8.999905,1.101,-4.821770644375,3.2326762474999997,4.0729168515000005,0.29769735,18.0534375,13.0,850.0,1250.0,0.576,24.384999999999998,9.6005,193.75,18.25,0.49,868.1400000000001,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1058.18,74.5,114.5,2.0,8.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,22.0,3.5,4.85,3.5,20.749,38.0,147.5,0.577,45.484500000000004,41.7,35.0,0.875,2.6,4.5,386,1,eV,Ni1S1,0.12
20.0,1.262,21.7581253436825,40.941133333333326,6.028591252,-3.81490578,6.875654856666666,0.0215224,13.856666666666666,-6.774583333333333,1540.48,65.13333333333334,14.0,1.0633333333333335,111.33333333333334,4276.0,82.0,4.866666666666666,170.61333333333332,2.3566666666666665,9.453273333333334,1.468,-4.580252669166667,3.3958790166666666,4.278539455666667,0.19846490000000003,20.63125,14.0,800.0,1166.6666666666665,0.62,23.82333333333333,6.974,132.5,20.733333333333334,0.42333333333333334,911.9533333333334,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,834.9066666666668,79.0,110.66666666666667,2.0,7.333333333333334,0.6666666666666666,2.6666666666666665,0.0,0.0,1.3333333333333333,2.6666666666666665,0.0,2.0,20.0,3.333333333333333,4.2,3.333333333333333,21.609333333333332,25.333333333333332,121.66666666666666,0.6213333333333333,30.412666666666667,51.13333333333333,34.943333333333335,0.5833333333333334,1.7333333333333334,5.0,387,1,eV,Ni1S2,0.5
31.333333333333336,1.342,18.129738638687034,69.51219999999999,6.3127226033333335,-4.62302234,6.015027823333334,0.0215224,16.116666666666667,-2.1066666666666665,1653.3333333333335,74.66666666666667,13.333333333333334,1.1833333333333331,120.66666666666666,6787.333333333334,95.33333333333333,7.3999999999999995,88.33333333333334,2.09,9.072333333333335,0.0,-4.9493676,3.2741455773333334,4.125164933666667,0.19846490000000003,18.223333333333333,13.333333333333334,2533.3333333333335,3166.6666666666665,0.36733333333333335,25.116666666666667,22.12,147.43333333333334,17.933333333333334,0.6166666666666667,876.9000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1302.6666666666665,76.33333333333333,118.66666666666667,2.6666666666666665,13.333333333333334,0.6666666666666666,9.333333333333334,0.0,0.0,2.0,2.0,0.0,2.0,31.333333333333336,4.0,5.14,4.0,18.477999999999998,25.333333333333332,185.66666666666669,0.368,63.56666666666667,14.733333333333334,30.624000000000002,1.5433333333333334,4.933333333333334,4.333333333333334,389,1,eV,Ni1As2,0.05
40.0,1.423,22.44898658212615,93.1467,6.583431307,-4.13662873,6.52685335,0.0322836,19.315,-3.2266666665,2223.5,122.5,13.0,1.255,131.0,7574.0,124.0,7.3001,150.575,2.005,8.3247,0.232,-4.3438135383350005,3.4275214885,4.3184064724999995,0.29769735,22.54166666665,13.0,1950.0,3200.0,0.323,25.9,17.43,214.065,22.35,0.83,802.95,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1225.33,75.5,133.0,2.0,13.0,1.0,9.0,0.0,0.0,1.0,2.0,0.0,2.0,40.0,4.5,6.15,4.5,18.384,46.0,188.5,0.323,46.525,16.1,31.565,0.875,2.6,4.5,390,1,eV,NiTe,0.23
12.5,1.0095,13947.331710447075,26.391525,5.0161749275,-3.9536102775,5.8009178925,0.0,8.005,-5.8390625,857.9075,35.0,14.0,0.855,86.25,2230.93825,31.0,15.175,24.325,2.7550000000000003,12.83217,4.82775,-7.0787446125,3.0203791345,3.80543925,0.0,13.844062500000001,14.0,1375.0,750.0,0.87625,27.953,3.66625,77.2196,19.900000000000002,1.4649999999999999,1238.0749999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.75,0.25,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.25,386.73,77.5,85.5,2.5,6.5,0.0,2.5,0.0,0.0,2.25,2.25,0.25,1.75,12.5,2.5,2.3625000000000003,2.5,27.27375,12.0,201.75,0.87775,100.269485,184.125,44.793499999999995,1.6049999999999998,6.2575,4.25,391,1,eV,Cu1N3,4.17
22.0,1.0953333333333333,6205.285683451067,47.69713333333333,5.376711592333334,-3.2485087233333334,3.9436709666666663,0.0,9.83,-0.585,2163.366666666667,93.33333333333333,12.666666666666666,1.0233333333333332,110.0,5947.143,82.66666666666667,40.46666666666667,125.89999999999999,2.413333333333333,9.69027,0.0,-4.039367181666666,2.7489449203333334,3.46345357,0.0,10.415,12.666666666666666,1233.3333333333335,1166.6666666666667,0.5626666666666666,26.086,9.14,201.4703,13.633333333333333,0.9533333333333333,934.9000000000001,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,923.4466666666666,71.66666666666666,105.33333333333333,1.3333333333333333,9.333333333333332,0.0,6.666666666666667,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,22.0,3.333333333333333,4.367333333333334,3.333333333333333,25.233666666666664,32.0,154.0,0.5633333333333334,267.42246666666665,271.0,42.864666666666665,0.98,2.966666666666667,2.0,393,1,eV,Cu2O1,2.023
19.666666666666664,1.2793333333333334,22.75272852172743,41.83117466666667,5.936694686666667,-4.336319893333333,8.17149668,0.0,13.133333333333333,-5.603492063333334,1435.6666666666667,54.0,13.666666666666666,1.0966666666666667,115.33333333333333,4188.666666666667,44.66666666666667,20.233333333333334,87.23333333333333,2.0933333333333333,9.566586666666666,1.0833333333333333,-4.827224301666667,3.309717253,4.1699824366666665,0.0,18.7368253968,13.666666666666666,1866.6666666666665,3900.0,0.641,24.029333333333334,16.89333333333333,108.43333333333334,16.53333333333333,0.3566666666666667,922.9333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,664.1233333333333,76.66666666666667,110.0,2.3333333333333335,7.0,0.0,3.3333333333333335,0.0,0.0,2.0,2.0,0.3333333333333333,1.6666666666666665,19.666666666666664,3.333333333333333,4.470000000000001,3.333333333333333,19.914,16.0,76.33333333333333,0.641,133.82333333333332,90.16666666666667,32.39666666666667,1.5899999999999999,5.183333333333334,4.0,400,1,eV,Cu1P2,1.4
24.666666666666664,1.2753333333333332,16.942143219490333,53.05233333333333,5.844732076,-3.4295212366666665,5.507688476666666,0.0,12.593333333333334,-3.3822916666666663,2372.5733333333337,95.89999999999999,12.666666666666666,1.1199999999999999,123.0,6600.0,89.0,40.46666666666667,145.67333333333332,2.1266666666666665,8.604256666666668,0.734,-3.81950878625,3.1127418430000002,3.9218089706666666,0.0,15.975625,12.666666666666666,1300.0,1333.3333333333333,0.49266666666666664,23.86,9.640333333333333,203.66666666666669,16.433333333333334,0.5833333333333333,830.1266666666667,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1034.6333333333332,72.0,118.33333333333334,1.3333333333333333,9.333333333333332,0.0,6.666666666666667,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,24.666666666666664,3.6666666666666665,5.066666666666667,3.6666666666666665,21.304666666666666,32.0,173.33333333333334,0.4933333333333333,267.423,34.33333333333333,36.16333333333333,0.98,2.966666666666667,3.333333333333333,402,1,eV,Cu2S1,1.21
23.0,1.134,9164.66848974805,49.4995,6.2592742779999995,-2.29871649,3.2957267949999998,0.0,15.809999999999999,-1.9737500000000001,1719.48,70.55,14.0,1.08,117.0,4461.607,62.0,30.35,233.55,2.5300000000000002,10.347005,1.2465,-2.7325442875,3.2335758635,4.0740502965,0.0,17.783749999999998,14.0,1550.0,1250.0,0.432,29.194499999999998,8.4,155.35,20.4,1.27,998.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,764.685,79.0,63.0,1.0,9.0,0.0,5.0,0.0,0.0,0.5,2.5,0.5,1.5,23.0,3.5,4.165,3.5,22.051000000000002,24.0,144.5,0.4325,200.50445,8.25,38.2205,0.735,2.225,4.5,410,1,eV,Cu1Cl1,3.306
30.666666666666664,1.3186666666666667,16.956229496542466,68.684,6.031497290333334,-3.395505223333333,4.789746656666667,0.0,14.11,-1.9100000000000001,2452.666666666667,96.1,12.666666666666666,1.1666666666666665,128.0,7553.0,89.33333333333334,43.13333333333333,143.85333333333332,2.1166666666666667,8.401716666666667,0.26633333333333337,-3.6107005166666664,3.1148733269999997,3.9244944723333335,0.0,16.02,12.666666666666666,1800.0,3000.0,0.36366666666666664,24.747666666666667,11.296666666666667,209.10666666666668,17.8,0.6533333333333333,810.5666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1069.8466666666666,72.33333333333333,123.33333333333334,1.3333333333333333,12.666666666666666,0.0,10.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,30.666666666666664,4.0,5.356666666666667,4.0,20.591333333333335,33.233333333333334,154.66666666666666,0.36333333333333334,268.0133333333333,26.0,34.82666666666667,0.98,2.966666666666667,3.333333333333333,411,1,eV,Cu2Se1,1.23
32.0,1.209,27.1788836280692,71.725,6.5201518155,-2.320759535,3.192977355,0.0,18.32,-1.955,1766.0,70.95,14.0,1.1549999999999998,126.0,6020.0,62.0,30.35,221.45000000000002,2.4299999999999997,9.77009,0.7285,-2.63184007875,3.3500434654999998,4.22079028,0.0,20.275,14.0,2450.0,4200.0,0.4295,50.065,9.442499999999999,157.6125,38.449999999999996,1.345,942.6500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,811.785,79.5,63.0,1.0,14.0,0.0,10.0,0.0,0.0,0.5,2.5,0.5,1.5,32.0,4.0,4.6,4.0,21.046,24.0,144.5,0.3055,200.561,8.25,36.415,0.735,2.225,4.5,415,1,eV,Cu1Br1,2.987
36.666666666666664,1.3853333333333333,19.205524195448998,84.89733333333334,6.3047394353333335,-3.37329766,5.571797863333333,0.0,16.82,-2.147777777666666,2553.666666666667,115.0,12.666666666666666,1.2333333333333334,134.0,8026.666666666667,96.0,40.46673333333334,142.25,1.9666666666666668,8.15412,0.15466666666666667,-3.5008707155566663,3.242638670333333,4.0854687179999996,0.0,18.967777777766667,12.666666666666666,2033.3333333333335,2633.333333333333,0.324,24.869999999999997,14.86,217.21,19.166666666666664,0.8099999999999999,786.6666666666667,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1146.0666666666666,72.66666666666666,130.66666666666666,1.3333333333333333,12.666666666666666,0.0,10.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,36.666666666666664,4.333333333333333,5.933333333333334,4.333333333333333,19.728,37.333333333333336,200.66666666666666,0.324,268.1166666666667,17.266666666666666,33.873333333333335,0.98,2.966666666666667,3.333333333333333,417,1,eV,Cu2Te1,1.08
41.0,1.304,27.244399700266897,95.225235,6.9441830015,-2.348195465,4.435986115,0.0,23.22,-3.8225000000000002,1828.65,73.85,14.0,1.25,135.5,6930.0,62.0,30.350000000005,206.8,2.2800000000000002,9.08882,0.531,-2.59302861875,3.611244323,4.549882739,0.0,27.0425,14.0,3250.0,3150.0,0.2995,39.435,10.68,160.7,27.15,1.465,876.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,872.31,80.0,63.0,1.0,14.0,0.0,10.0,0.0,0.0,0.5,2.5,0.5,1.5,41.0,4.5,5.5875,4.5,19.7115,24.0,144.5,0.265,200.7245,51.75,34.915,0.735,2.225,4.5,422,1,eV,Cu1I1,3.07
19.0,1.0310000000000001,9303.701425112102,40.689699999999995,5.4955490235,-1.808421555,3.49430339,0.0,10.745000000000001,-0.7875,635.05,35.0,14.0,0.99,94.0,3570.7145,47.5,8.45,70.55,2.545,11.5061245,0.0,-2.99839591,2.8322940055,3.5684668365,0.0,11.5325,14.0,1050.0,1200.0,0.653,27.384,3.6439999999999997,59.35545,16.2,1.0699999999999998,1110.15,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,373.73999999999995,78.0,102.0,1.0,9.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,2.0,19.0,3.0,-2.50733333335,3.0,26.540499999999998,21.5,103.0,0.654,58.1337,405.1,47.328,0.66,2.05,2.0,424,1,eV,Zn1O1,3.35
20.0,1.2973333333333334,23.87797578936163,42.442508000000004,6.096226278,-3.5077213,8.016941206666667,0.0,14.16,-5.540158730000001,762.3333333333333,30.666666666666664,14.0,1.1233333333333333,112.0,3595.333333333333,35.0,5.633333333333333,47.800000000000004,2.01,10.122526333333333,1.0833333333333333,-4.0136726666666664,3.3849584986666668,4.264780465666667,0.0,19.700158730133335,14.0,1866.6666666666665,4033.3333333333335,0.642,24.346,14.716,46.699999999999996,17.633333333333333,0.36,976.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,442.4266666666666,78.33333333333334,114.66666666666666,2.0,7.333333333333334,0.0,3.3333333333333335,0.0,0.0,2.0,2.0,0.0,2.0,20.0,3.333333333333333,0.48111111109999993,3.333333333333333,19.137999999999998,14.333333333333334,66.0,0.642,38.82333333333333,94.73333333333333,33.36066666666667,1.5399999999999998,5.066666666666666,4.0,429,1,eV,Zn1P2,1.9275
24.0,1.3112000000000001,20.40905896753798,51.61750479999999,6.096226278,-2.5674693800000004,6.376194036,0.0,14.16,-3.244095238,929.4,46.4,13.2,1.174,116.0,5013.2,59.0,10.139999999999999,28.68,1.8659999999999999,9.831195399999999,0.65,-2.904203566,3.2444527888000003,4.0877543638,0.0,17.404095238080004,13.2,1760.0,3180.0,0.5404,24.7636,11.6568,74.13999999999999,16.619999999999997,0.512,948.52,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.6,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.6,542.528,74.6,124.8,1.2,9.2,0.0,6.0,0.0,0.0,1.2,1.2,0.0,2.0,24.0,3.5999999999999996,-2.0380000000199994,3.5999999999999996,18.6684,25.8,117.2,0.5404,69.69399999999999,68.91999999999999,35.905199999999994,1.452,4.68,3.2,432,1,eV,Zn3P2,1.15
23.0,1.3010000000000002,21.18611476473685,48.7225,6.197579749,-2.079940325,5.840329655,0.0,14.89,-4.9834375,948.86,38.85,14.0,1.135,113.5,4550.0,57.0,8.45,100.21,2.115,9.877104500000002,1.101,-2.6686083168750003,3.3779893894999997,4.2559999375,0.0,19.8734375,14.0,1150.0,1450.0,0.548,24.045,4.3945,62.65,20.4,0.515,952.99,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,540.52,78.5,121.5,1.0,9.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,2.0,23.0,3.5,-1.45833333335,3.5,20.647,21.5,132.0,0.5489999999999999,58.1345,50.1,37.275999999999996,0.66,2.05,4.0,434,1,eV,Zn1S1,3.87
32.0,1.3706666666666667,19.5512050697195,71.74106666666667,6.515495590666667,-3.19567316,5.621454746666667,0.0,17.393333333333334,-2.043333333333333,984.6666666666667,38.0,14.0,1.2166666666666666,120.0,6198.0,57.66666666666667,8.166666666666666,51.333333333333336,2.0033333333333334,9.657133000000002,0.0,-3.5139260483333334,3.3710210053333336,4.247220324333334,0.0,19.436666666666667,14.0,2733.3333333333335,3300.0,0.3486666666666667,24.89,18.64933333333333,60.03333333333333,19.366666666666667,0.6333333333333333,933.4666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,957.56,79.0,123.33333333333334,2.0,14.0,0.0,10.0,0.0,0.0,2.0,2.0,0.0,2.0,32.0,4.0,0.9344444444333331,4.0,18.409999999999997,14.333333333333334,175.33333333333334,0.34933333333333333,72.0,20.333333333333336,32.141333333333336,1.4,4.566666666666666,4.0,441,1,eV,Zn1As2,0.9
